Player Name,Period Name,Period Number,Date,Position Name,Meta Energy (KJ/kg),Total Player Load,Total Distance,Equivalent Distance,AVG MP,Player Load Per Minute,Meterage Per Minute,Equivalent Distance /min,Time Acceleration /minute,Time Deceleration /minute,HSR time/ minute,HSR dist/min,V b4 per minute,HI MP duration >26watt / min,HI MP Distance > 26w/min,HI MP time/min < HSR,HI MP distance/min < HSR,High COD / minute,Active rest/minute,MP Aerobic Running / minute,Total Duration,Acceleration B2-3 Duration (Gen 2),Deceleration B2-3 Duration (Gen 2),Acceleration B2-3 Distance (Gen 2),Deceleration B2-3 Distance (Gen 2),Velocity Band 1 Total Duration,Velocity Band 2 Total Duration,Velocity Band 3 Total Duration,Velocity Band 4 Total Duration,Velocity Band 5 Total Duration,Velocity Band 6 Total Duration,Velocity Band 1 Total Distance,Velocity Band 2 Total Distance,Velocity Band 3 Total Distance,Velocity Band 4 Total Distance,Velocity Band 5 Total Distance,Velocity Band 6 Total Distance,HSR  duration,HSR distance,HI MP Time > 26 watt,HI MP distance > 26w,HI MP  Duration < HSR,HI MP distance < HSR,Tot CoD,Tot Hi CoD,Metabolic Power Band 1 Total Duration,Metabolic Power Band 1 Total Distance,Acceleration B2-3 Total Efforts (Gen 2),Deceleration B2-3 Total Efforts (Gen 2),Velocity Band 6 Total Effort Count,Passive rest/ Minute,Maximum Velocity,Max Acceleration,Max Deceleration,Average Velocity,Velocity Band 6 Avg Effort Duration,Velocity Band 6 Avg Effort Distance,Average Player Load,AVG PL/ minute,Explosive Efforts,Active/Passive Ratio,Max Vel (kh/p),% True Max Vel,Duration (mins),% of Dist,% of HSR,% of Player Load,% of Sprint Dist,% of Exp EFFS,% of Volume,% of Intensity
CJ Olney,45-60,4,44450,Midfielder,8.12938,149.19144,1629.48242,1868.32996,9.03264,9.9461,108.63216,124.55533,0.62,0.6,1.82,11.644,3.04,3.47222E-05,19.19667,1.87333,7.55267,0,17.98,10.95333,0.010416667,0.000104167,0.000578704,42.03,20.82,0.000798611,0.005972222,0.002777778,0.000520833,0.00025463,4.62963E-05,2.19,542.5,695.25,214.83,141.53999,33.12,27.3,174.65999,55.4,287.95,0.000324074,113.29001,172,0,0.004305556,224.67999,18,16,3,24.82667,8.6195,3.36465,-5.55106,1.81054,1.47,11.03971,149.19144,9.9461,0,0.72422117,31.0302,100,15,15.44526114,28.05551834,15.3653353,18.50521861,0,15.47426668,92.84560006
Alex Perez,45-60,4,44450,Midfielder,8.6504,171.66609,1799.47705,1992.31091,9.61156,11.44441,119.96514,132.82073,0.42,0.12667,0.64,4.06067,3.85333,3.47222E-05,15.02,2.53333,10.95933,0.4,19.64,14.94667,0.010416667,6.94444E-05,0.000104167,25.51,10.85,0.000844907,0.004930556,0.003842593,0.000659722,9.25926E-05,1.15741E-05,1.84,499.20999,973.78998,263.63,54.05,6.86,9.6,60.91,47.6,225.29999,0.000439815,164.38999,444,24,0.003287037,156.45,10,17,1,18.93333,7.0795,2.94393,-5.70035,1.99942,1,6.85645,171.66609,11.44441,7,1.037324126,25.4862,90.76282051,15,16.64673419,19.21693004,16.31308785,38.25344621,20.75378927,22.23679751,133.4207851
Noe Uwimana,45-60,4,44450,Fullback,8.79686,218.11816,1748.90625,2031.46021,9.77429,14.54121,116.59375,135.43068,0.72,0.28667,1.88,11.62133,2.96667,4.62963E-05,21.00933,2.3,9.388,0.26667,17.00667,13.54667,0.010416667,0.000115741,0.000173611,55.11,25.12,0.001018519,0.005011574,0.003530093,0.000509259,0.000289352,2.31481E-05,1.65,477.01999,885.82001,210.05,154.03,20.29,28.2,174.32,62.7,315.14,0.000393519,140.82,248,16,0.003877315,188.06,19,21,2,22.34667,7.7405,4.55536,-5.37392,1.94323,1.4,10.14648,218.11816,14.54121,8,0.761038222,27.8658,85.06043956,15,16.72562416,24.43486928,16.86114564,7.073525305,16.74684575,16.36840202,98.21041215
Gavin Wetzel,45-60,4,44450,Center Back,7.19588,140.90265,1491.86707,1657.83911,7.99542,9.39351,99.4578,110.52261,0.45333,0.13333,1.26667,8.04933,2.72667,2.31481E-05,15.49667,1.69333,7.44733,0.2,17.97333,11.01333,0.010416667,6.94444E-05,8.10185E-05,16,14.43,0.001655093,0.005416667,0.002627315,0.000462963,0.000173611,3.47222E-05,3,526.92999,645.62,195.28999,93.38,27.36,19,120.74,44.4,232.45,0.000289352,111.71,228,12,0.004560185,195.31,7,16,2,26.28667,7.7835,3.17679,-4.13249,1.65763,1.9,13.68188,140.90265,9.39351,3,0.683743129,28.0206,85.53296703,15,16.3152861,40.86231777,15.51689955,56.95670652,14.69477912,28.86919781,173.2151869
Luke Zielinski,45-60,4,44450,ATT Midfielder,8.63437,195.42459,1794.71082,2009.41016,9.59374,13.02831,119.64739,133.96068,0.30667,0.06,0.72,4.31333,4.29333,3.47222E-05,15.40333,2.51333,11.09,0.13333,15.34667,13.92667,0.010416667,4.62963E-05,0.000509259,18.97,14.69,0.00068287,0.005138889,0.003703704,0.000740741,0.000115741,0,2.42,470.42999,950.84998,306.19,64.7,0,10.8,64.7,48.5,231.05,0.000428241,166.35,180,8,0.00400463,225.48,10,23,0,23.1,6.7155,3.80857,-4.345,1.99412,0,0,195.42459,13.02831,4,0.664358009,24.1758,87.21428571,15,17.69654144,20.58862116,16.50399354,0,18.71328225,14.70048768,88.20292606
Devon Decorte,60-75,5,44450,Forward,9.43464,192.20981,1974.77148,2166.85547,10.48293,12.81399,131.65143,144.45703,0.24,0.14667,1.74,11.206,4.36667,4.62963E-05,21.05333,2.34667,9.84733,0.06667,19.39333,15.38,0.010416667,3.47222E-05,9.25926E-05,19,14.44,0.000185185,0.005289352,0.003865741,0.000752315,0.000196759,9.25926E-05,0.8,531.56,970.16998,304.13,103.05,65.04,26.1,168.09,61.3,315.79999,0.000405093,147.70999,296,4,0.00306713,211.97,8,13,2,17.66667,7.8955,2.85464,-4.81928,2.19419,4.4,32.51953,192.20981,12.81399,2,1.097735453,28.4238,98.69375,15,16.94212413,19.47234911,16.2940948,106.5633457,2.222222222,32.29882718,193.7929631
Daniel Krueger,60-75,5,44450,Center Back,8.13343,165.24219,1689.26367,1875.60645,9.03714,11.01615,112.61758,125.04043,0.27333,0.14,1.19333,7.78667,3.32,3.47222E-05,18.736,2.32,10.94933,0.33333,20.66,12.77333,0.010416667,4.62963E-05,9.25926E-05,18.23,13.51,0.000625,0.005868056,0.003125,0.00056713,0.000138889,5.78704E-05,2.76,557.84998,773.20001,238.67,73.6,43.2,17.9,116.8,52.7,281.03999,0.000393519,164.23999,248,20,0.003645833,196.86,10,15,1,21.04667,8.4965,3.19536,-4.79892,1.87696,5.5,43.20117,165.24219,11.01615,9,0.981627973,30.5874,98.79651163,15,19.13412664,29.73981379,17.99818776,81.42997752,29.57838983,35.57609911,213.4565946
Luke Martelli,60-75,5,44450,Fullback,10.13789,209.86003,2058.76367,2330.2124,11.26432,13.99067,137.25091,155.34749,0.39333,0.28,1.69333,10.548,6.00667,4.62963E-05,24.318,3.16667,13.77,0.26667,17.46,15.28,0.010416667,5.78704E-05,0.000150463,21.5,18.84,0.000543981,0.004664352,0.003854167,0.001041667,0.000231481,4.62963E-05,1.52,458.23001,1014.12,426.66,122.47,35.75,25.4,158.22,72.9,364.77,0.000543981,206.55,220,16,0.003020833,172.64,16,22,2,17.4,7.9815,3.505,-5.29856,2.28752,2.45,17.87744,209.86003,13.99067,7,1.003448276,28.7334,90.69886364,15,18.78149689,18.2895704,18.68434127,17.4013984,22.12826743,19.05701488,114.3420893
Marcello Mazzola,60-75,1,44450,Forward,5.64633,122.35902,1146.60559,1304.56018,11.67538,15.18071,142.25582,161.85275,0.58311,0.3722,1.55084,9.43529,5.65745,5.78704E-05,26.18804,3.65997,16.75276,0.24813,21.09138,17.77879,0.005590278,4.62963E-05,8.10185E-05,21.33,11.76,0.000150463,0.002256944,0.0025,0.000520833,0.000138889,0,0.56,238.36,610.91998,220.57001,76.05,0,12.5,76.05,42,211.08,0.000335648,135.03,856.0617,14.88803,0.001168981,68.53,9,12,0,12.6052,6.7505,3.00321,-6.43535,2.37093,0,0,122.35902,15.18071,5,1.673228509,24.3018,80.36309524,8.05,10.733267,15.65772732,10.35764217,0,9.747934581,9.299314213,103.9674881
Gael Medrano,60-75,5,44450,Forward,3.50245,71.13332,758.00085,813.11212,8.31403,10.13127,107.95939,115.80869,0.37031,0,0.17091,0.93147,3.26157,1.15741E-05,7.69673,1.53821,6.76526,0,19.81152,12.81838,0.004872685,2.31481E-05,0.000266204,11.6,1.4,0.00025463,0.002777778,0.001539352,0.00025463,1.15741E-05,0,0.92,272.32001,374.45999,103.44,6.54,0,1.2,6.54,12,54.04,0.000115741,47.5,145.275,0,0.001863426,122,2,3,0,22.94491,5.7635,3.04464,-2.50321,1.79932,0,0,71.13332,10.13127,1,0.863438558,20.7486,,7.016666667,,,,,,,
Logan Oliver,60-75,5,44450,Midfielder,9.05207,205.48486,1896.40234,2089.29053,10.05786,13.69899,126.42682,139.28604,0.58667,0.08667,1.8,11.47667,3.11333,3.47222E-05,17.91067,1.67333,6.434,0.13333,21.25333,14.92667,0.010416667,9.25926E-05,0.000416667,30.92,8.76,0.000347222,0.005462963,0.003738426,0.000532407,0.000243056,5.78704E-05,2.16,560.51001,941.87,219.74001,132.94,39.21,27,172.15,52.1,268.66001,0.000289352,96.51001,156,8,0.002986111,189.92999,14,13,3,17.25333,7.7945,3.16143,-4.62571,2.10711,1.83,13.06901,205.48486,13.69899,5,1.231839303,28.0602,92.79166667,15,18.57596003,36.65947431,17.62185292,38.01006348,16.98415387,25.57030092,153.4218055
CJ Olney,60-75,5,44450,Midfielder,8.96333,164.20372,1853.29199,2057.76758,9.95926,10.94691,123.5528,137.18451,0.46,0.12667,0.9,5.872,3.54667,3.47222E-05,15.87667,2.29333,10.00467,0,23.47333,13.56667,0.010416667,6.94444E-05,0.000590278,15.64,14.66,0.000115741,0.006157407,0.003356481,0.000613426,0.000104167,4.62963E-05,0.68,645.21997,866.73999,252.56,55.31,32.77,13.5,88.08,47.9,238.15,0.000393519,150.07,208,0,0.002835648,197.16,8,22,3,16.37333,7.8815,3.12357,-4.92642,2.05921,1.5,10.9235,164.20372,10.94691,5,1.43363201,28.3734,91.43801845,15,17.56666927,10.96333778,16.91146098,18.30966225,18.35634451,16.42149496,98.52896974
Alex Perez,60-75,5,44450,Midfielder,4.27864,79.34894,908.64728,982.41827,4.75404,5.28993,60.57649,65.49455,0.14667,0.26,0.54,3.364,2.22,1.15741E-05,7.94733,1.05333,4.58333,0.06667,12.8,5.96,0.010416667,2.31481E-05,6.94444E-05,8.55,2.47,0.005474537,0.002939815,0.00150463,0.000381944,8.10185E-05,0,1.14,320.78,379.26001,157.14,45.89,4.57,8.1,50.46,23.9,119.21,0.000173611,68.75,120,4,0.006585648,76.47,6,5,1,37.99333,7.0025,2.4375,-3.20393,1.00961,0.7,4.57031,79.34894,5.28993,3,0.33690124,25.209,89.77564103,15,8.40578086,16.31572469,7.540372296,25.4837098,8.894481115,13.32801375,79.96808251
Noe Uwimana,60-75,5,44450,Fullback,9.24746,226.72124,1889.31055,2134.67065,10.27496,15.11475,125.95404,142.31138,0.79333,0.22,3.02,20.55667,3.06667,4.62963E-05,26.44067,1.66,5.884,0.33333,18.5,13.67333,0.010416667,0.000127315,0.000127315,21.46,20.32,0.000798611,0.005196759,0.003344907,0.000532407,0.000300926,0.000219907,2.11,509.66,849.71997,219.42999,161.92,146.42999,45.3,308.34999,70.2,396.61,0.000277778,88.26001,272,20,0.003483796,180.38,12,22,5,20.10667,8.9105,3.23036,-5.10321,2.09923,3.8,29.28535,226.72124,15.11475,10,0.920092686,32.0778,97.91758242,15,18.06837741,25.68651583,17.52618786,51.04860718,20.93355718,26.65264909,159.9158945
Gavin Wetzel,60-75,5,44450,Center Back,8.27412,167.51587,1764.67896,1907.1427,9.19347,11.16772,117.64526,127.14285,0.2,0.07333,0.96,5.69733,3.9,2.31481E-05,12.87133,1.68667,7.174,0.13333,16.23333,16.40667,0.010416667,3.47222E-05,5.78704E-05,11.88,6.47,0.001053241,0.004560185,0.003946759,0.000671296,0.000162037,0,2.19,432.20999,968.37,276.44,85.46,0,14.4,85.46,39.7,193.07,0.000289352,107.61,172,8,0.003738426,181.12,10,12,0,21.53333,6.5025,2.54857,-4.40892,1.96075,0,0,167.51587,11.16772,3,0.753869931,23.409,71.45604396,15,19.29879859,37.39659109,18.4476795,0,14.69477912,17.96756966,107.805418
Dominic Wilson,60-75,1,44450,Forward,5.25028,116.79803,1075.85559,1210.12231,10.9671,14.63848,134.83871,151.66657,0.66426,0.0376,1.51651,9.59789,3.32129,3.47222E-05,20.07938,2.3813,10.48148,0.25066,18.69948,18.98774,0.005532407,5.78704E-05,3.47222E-05,25.53,4.85,0.000208333,0.002199074,0.002662037,0.000300926,0.000115741,2.31481E-05,0.87,221.73,652.12,125.84,61.95,14.63,12.1,76.58,31.1,160.21,0.000219907,83.63,233.11679,15.03979,0.001458333,84.52,7,7,1,15.80432,7.7995,3.58179,-3.54857,2.24731,2,14.63281,116.79803,14.63848,7,1.183187888,28.0782,89.64942529,7.966666667,11.18198035,16.68461419,11.45038306,17.1084687,24.20890998,16.12687125,182.1864117
Luke Zielinski,60-75,5,44450,ATT Midfielder,9.34877,210.32133,1964.6416,2165.69678,10.38752,14.02142,130.97611,144.37979,0.12,0.15333,1.02667,6.24533,4.34667,3.47222E-05,17.13067,2.43333,10.88533,0,16.68667,17.87333,0.010416667,1.15741E-05,0.000601852,8,14.6,0.000439815,0.004548611,0.004467593,0.000752315,0.000162037,1.15741E-05,1.84,431.47,1135.04004,302.57999,85.48,8.2,15.4,93.68,51.9,256.96,0.000416667,163.28,180,0,0.00318287,191.67999,7,19,1,18.34667,7.1575,3.61215,-5.40821,2.18294,1.2,8.19824,210.32133,14.02142,0,0.909520365,25.767,92.95454545,15,19.37212452,27.2011644,17.76205273,22.08007601,0,17.28308353,103.6985012
Jack Andrus,75-90,1,44450,Fullback,2.622,58.30658,525.56635,606.17694,9.44456,12.60138,113.58685,131.00863,7.28334,0.49708,2.2909,13.74973,7.17528,6.94444E-05,31.8954,3.89021,18.14567,0.43225,14.50184,10.13616,0.003206019,0.000381944,6.94444E-05,0,7.79,0.000706019,0.001284722,0.000694444,0.000381944,0.000115741,0,1.03,124.01,178.83,158.38,63.62,0,10.6,63.62,28.6,147.58,0.000208333,83.96,401.98833,25.93473,0.001377315,39.55,1,10,0,25.80506,6.7785,2.11572,-5.82499,1.89311,0,0,58.30658,12.60138,5,0.561976605,24.4026,85.80379747,4.616666667,5.29298128,14.61763834,5.390943676,0,10.42140152,7.144592962,139.2808736
Devon Decorte,75-90,6,44450,Forward,7.86692,160.56592,1657.2323,1808.44458,8.74102,10.70439,110.48215,120.56297,3.34,0.09333,0.50667,3.08533,2.42,2.31481E-05,10.46,1.71333,7.37467,0.2,19.72,13.48667,0.010416667,0.000578704,8.10185E-05,13.78,10.77,0.000613426,0.005706019,0.003564815,0.000416667,8.10185E-05,0,1.34,546.08002,897.85999,165.74001,45.63,0.65,7.6,46.28,33.3,156.9,0.000289352,110.62,228,12,0.003761574,213.31,11,14,0,21.72,6.9155,3.03036,-6.22928,1.84137,0,0,160.56592,10.70439,4,0.907918969,24.8958,86.44375,15,14.21786553,8.622254146,13.611565,1.064978085,4.444444444,8.39222144,50.35332864
Daniel Krueger,75-90,6,44450,Center Back,5.00737,100.56174,1061.19995,1149.5094,8.10897,9.77102,103.11088,111.69141,3.86714,0.1166,0.48582,2.81971,2.74975,2.31481E-05,10.08858,1.60321,7.26887,0.29149,21.40532,11.20306,0.007141204,0.000451389,5.78704E-05,0,8.66,0.000324074,0.004490741,0.001921296,0.000324074,5.78704E-05,0,1.33,437.72,460.17999,133.07001,29.02,0,5,29.02,21.5,103.83,0.000185185,74.81,192.38555,17.4896,0.00275463,179.60001,2,10,0,23.15428,6.4715,2.20643,-4.29714,1.71851,0,0,100.56174,9.77102,3,0.924464937,23.2974,75.25,10.28333333,12.02010947,11.72621462,10.95318985,0,9.859463277,8.911795443,77.99626482
Luke Martelli,75-90,6,44450,Fullback,9.08315,174.17624,1859.37952,2084.29395,10.09239,11.61175,123.95863,138.95293,0.52667,0.22,1.41333,8.91933,4.54667,3.47222E-05,18.98267,2.28,10.06333,0.06667,20.66667,13.74,0.010416667,8.10185E-05,0.000150463,31.46,18.61,0.000625,0.005555556,0.00318287,0.000787037,0.000185185,5.78704E-05,2.08,576.45001,822.96997,322.45001,95.89,37.9,21.2,133.79,55.4,284.74,0.000393519,150.95,120,4,0.003171296,182.50999,11,17,3,18.32,7.8535,3.38143,-5.30464,2.06598,1.73,12.63444,174.17624,11.61175,3,1.128093341,28.2726,89.24431818,15,16.9625738,14.32013477,15.50732795,18.44791606,9.483543185,14.94429915,89.66579492
Marcello Mazzola,75-90,2,44450,Forward,8.43955,185.53003,1750.45557,1947.07568,9.37728,12.36867,116.69704,129.80505,0.40667,0.28,1.9,11.51867,3.20667,3.47222E-05,20.154,1.93333,8.63533,0.46667,23.08667,12.55333,0.010416667,6.94444E-05,0.000243056,25.88,11.49,0.000972222,0.00525463,0.003275463,0.000555556,0.000324074,0,1.6,549.70001,791.41998,235.28999,169.42999,3.35,28.5,172.77999,57.5,302.31,0.000335648,129.53001,972,28,0.003229167,154.37,14,21,1,18.63333,7.1295,3.15215,-4.36928,1.94495,0.5,3.35303,185.53003,12.36867,15,1.238998612,25.6662,84.875,15,16.38584982,34.88347906,15.70504294,3.425392404,29.24380374,19.92871359,119.5722816
Logan Oliver,75-90,6,44450,Midfielder,8.2229,183.24103,1682.27197,1901.50391,9.13656,12.21607,112.15146,126.76693,0.68667,0.17333,1.19333,7.38,3.58667,3.47222E-05,17.11533,2.16667,9.73533,0.13333,20.13333,12.70667,0.010416667,0.000115741,0.000520833,41.22,17.14,0.00099537,0.005543981,0.003020833,0.000613426,0.000173611,2.31481E-05,2.28,553.23999,758.65002,257.60001,92.45,18.25,17.9,110.7,50.4,256.73,0.00037037,146.03,192,8,0.003784722,200.48,16,19,2,21.80667,7.4515,4.05643,-5.5725,1.86919,1.25,8.80127,183.24103,12.21607,6,0.923264763,26.8254,88.70833333,15,16.47847412,25.49397021,15.71427929,17.69149856,20.38098464,19.15184136,114.9110482
CJ Olney,75-90,6,44450,Midfielder,6.05007,113.43526,1254.63269,1387.92468,9.79753,11.02187,121.90566,134.85689,0.84533,1.11739,0.78703,4.62405,4.08091,3.47222E-05,15.43748,2.35138,10.81343,0.29149,20.28793,12.97145,0.007141204,9.25926E-05,0.000162037,25.74,6.57,0.000127315,0.004178241,0.002233796,0.000486111,9.25926E-05,0,1,415.63,591.79999,197.78999,47.59,0,8.1,47.59,32.3,158.88,0.000277778,111.29,110.76744,17.4896,0.002395833,171.42,9,11,0,20.17133,6.7845,3.01822,-4.20393,2.03176,0,0,113.43526,11.02187,4,1.005780482,24.4242,78.71106213,10.28333333,11.8921992,9.433108748,11.68278023,0,14.68507561,9.538632756,83.48236123
Devon Stopek,75-90,1,44450,Center Back,2.07905,40.60216,427.74265,479.98639,7.62283,8.93206,94.09899,105.59208,5.76373,0.10999,0.90196,5.59434,1.64992,2.31481E-05,12.8298,1.86991,7.23546,0.43998,11.57146,11.65946,0.003148148,0.000300926,2.31481E-05,2.68,3.08,0.000729167,0.001261574,0.001006944,8.10185E-05,4.62963E-05,0,1.54,103.32,263.14001,34.3,25.43,0,4.1,25.43,12.6,58.32,9.25926E-05,32.89,224.38953,26.39877,0.00162037,49.17,4,5,0,30.82056,6.5535,2.38107,-4.67071,1.56832,0,0,40.60216,8.93206,2,0.375446131,23.5926,77.1,4.533333333,4.418020837,6.857073154,4.361339006,0,7.265550807,4.580396761,90.93434746
Noe Uwimana,75-90,6,44450,Fullback,8.5325,198.99008,1743.54663,1967.03857,9.48056,13.26601,116.23644,131.1359,1.08667,0.12667,0.92667,5.85133,4.69333,3.47222E-05,19.29,3,13.43867,0.26667,21.06,12.70667,0.010416667,0.000185185,0.000868056,42.56,14.88,0.001215278,0.005173611,0.003032407,0.000810185,0.000115741,3.47222E-05,2.18,544.31,772.57001,336.89999,64.62,23.15,13.9,87.77,58.9,289.35,0.000520833,201.58,220,16,0.003449074,157.42999,20,17,2,19.91333,7.9845,3.62107,-4.16213,1.93727,1.55,11.57373,198.99008,13.26601,6,1.057583036,28.7442,87.74175824,15,16.67436755,10.25112804,15.3824914,8.0705821,12.56013431,12.58774068,75.52644409
Gavin Wetzel,75-90,6,44450,Center Back,7.24511,145.34891,1491.17773,1666.07568,8.05012,9.68993,99.41185,111.07171,0.42,0.09333,0.86667,5.21067,2.18667,2.31481E-05,13.15333,1.75333,7.94267,0.33333,19.61333,12.29333,0.010416667,6.94444E-05,0.000115741,14.56,18.91,0.001365741,0.005347222,0.003148148,0.00037037,0.000127315,1.15741E-05,3.5,518.84003,731.94,158.78,69.62,8.54,13,78.16,39.3,197.3,0.000300926,119.14,208,20,0.004155093,183.98,11,18,1,23.99333,7.5705,3.49857,-4.78285,1.65686,1.2,8.54395,145.34891,9.68993,5,0.817449266,27.2538,83.19230769,15,16.30774738,30.46513775,16.00654378,17.77815328,24.49129853,21.00977614,126.0586568
Dominic Wilson,75-90,2,44450,Forward,7.5229,166.68184,1566.05884,1727.21326,8.35878,11.11212,104.40392,115.14755,0.71333,0.05333,0.69333,4.19533,2.2,2.31481E-05,11.42267,1.72,7.22733,0.13333,18.8,11.98667,0.010416667,0.000115741,5.78704E-05,48.14,10.79,0.000798611,0.005613426,0.003483796,0.000381944,0.000104167,1.15741E-05,1.92,526.06,823.20001,152.45,54.2,8.73,10.4,62.93,36.2,171.34,0.000289352,108.41,140,8,0.004328704,251.72,15,8,1,24.94,7.2505,3.72893,-6.29285,1.74007,0.7,4.73633,166.68184,11.11212,6,0.753809142,26.1018,83.33908046,15,16.27694213,14.59735414,16.34078004,10.20894954,20.75049427,15.63490402,93.80942413
Luke Zielinski,75-90,6,44450,ATT Midfielder,7.99668,186.93816,1699.41187,1848.95801,8.8852,12.46254,113.29412,123.26387,0.24667,0.56667,0.61333,3.61733,2.56667,2.31481E-05,11.90133,1.92667,8.284,0.13333,17.63333,14.02,0.010416667,3.47222E-05,0.000150463,9.65,6.19,0.000775463,0.005289352,0.003784722,0.000439815,0.000104167,0,1.99,507.06,953.64001,182.71001,54.26,0,9.2,54.26,38.1,178.52,0.000324074,124.26,224,8,0.003993056,236.75,6,16,0,23.02,6.3715,3.01393,-4.33392,1.88824,0,0,186.93816,12.46254,2,0.766000434,22.9374,82.74675325,15,16.756857,17.2664387,15.78729773,0,9.356641124,11.83344691,71.00068147
Jack Andrus,90-95,2,44450,Fullback,2.06777,44.72808,431.68597,477.68939,11.48761,14.90936,143.89532,159.2298,11.53333,0.13333,1.06667,6.12667,6.13333,3.47222E-05,19.91667,2.9,13.79,0,17.16667,18.8,0.002083333,0.000393519,2.31481E-05,3.65,3.94,1.15741E-05,0.000972222,0.000821759,0.000208333,3.47222E-05,0,0.08,102.18,223.53,87.53,18.38,0,3.2,18.38,11.9,59.75,9.25926E-05,41.37,240,0,0.000555556,43.96,3,6,0,16.1,5.9995,2.37001,-3.6725,2.39826,0,0,44.72808,14.90936,1,1.066252795,21.5982,75.94303797,3,4.347511514,4.223077533,4.135494827,0,2.084280303,2.958072836,88.74218507
Devon Decorte,90-95,7,44450,Forward,1.70867,36.28414,353.25018,393.983,9.49261,12.09471,117.75006,131.32767,17.4,0.03333,0.93333,6.19667,2.93333,2.31481E-05,12.60667,1.6,6.41,0,14.8,15.73333,0.002083333,0.000601852,1.15741E-05,9.95,3.25,0.000173611,0.000925926,0.000821759,9.25926E-05,1.15741E-05,1.15741E-05,0.73,81.24,212.82001,39.79,10.21,8.38,2.8,18.59,7.6,37.82,4.62963E-05,19.23,280,0,0.000787037,39.01,3,3,1,22.9,7.1315,3.16322,-3.50713,1.9625,1.2,8.37793,36.28414,12.09471,1,0.64628821,25.6734,89.14375,3,3.030633398,1.929283691,3.075895121,13.73002516,1.111111111,4.575389697,137.2616909
Luke Martelli,90-95,7,44450,Fullback,1.68481,34.46924,360.08282,388.10214,9.36006,11.48975,120.02761,129.36738,0.13333,0,2.36667,15.67,2.7,2.31481E-05,17.57667,0.56667,1.90667,0,17.76667,14.3,0.002083333,0,0.000983796,1.58,0.84,9.25926E-05,0.001180556,0.000613426,9.25926E-05,3.47222E-05,3.47222E-05,0.36,113.04,161.91,37.8,24.33,22.68,7.1,47.01,8.8,52.73,1.15741E-05,5.72,140,0,0.000775463,47.57,1,3,1,22.4,7.2165,2.79286,-2.76678,2.00046,3.2,22.68457,34.46924,11.48975,0,0.793154911,25.9794,82.00568182,3,3.284929914,3.633422453,3.068879021,11.03954449,0,4.205355176,126.1606553
Marcello Mazzola,90-95,3,44450,Forward,1.95463,43.5381,397.43585,452.81259,10.85906,14.5127,132.47862,150.93753,0.63333,0,3.76667,24.24333,4.7,6.94444E-05,33.75333,2.4,9.51,0.66667,14.2,15,0.002083333,1.15741E-05,0.000219907,10.07,4.02,0.000300926,0.000729167,0.000740741,0.000162037,9.25926E-05,2.31481E-05,0.44,67.96,189.55,66.61,52.89,19.84,11.3,72.73,18.5,101.26,8.10185E-05,28.53,1700,40,0.000752315,26.88,4,6,1,21.7,7.6115,3.35214,-2.77857,2.20798,2.8,19.83691,43.5381,14.5127,4,0.65437788,27.4014,90.61309524,3,3.720359581,10.88937801,3.685482775,20.28650307,7.798347665,9.276014221,278.2804266
Logan Oliver,90-95,7,44450,Midfielder,1.63309,36.26147,345.12305,381.56494,9.07272,12.08716,115.04102,127.18831,0.33333,0.2,0.8,4.97333,2.73333,2.31481E-05,14.09667,2.06667,9.12333,0,21.1,14.1,0.002083333,1.15741E-05,1.15741E-05,3.69,1.96,0.000185185,0.001111111,0.000659722,9.25926E-05,2.31481E-05,0,0.6,117.07,175.53999,36.97,14.92,0,2.4,14.92,8.6,42.29,6.94444E-05,27.37,120,0,0.00068287,39.48,3,2,0,19.76667,6.4845,2.51822,-4.67607,1.91735,0,0,36.26147,12.08716,0,1.067453446,23.3442,77.19642857,3,3.380607505,4.114332456,3.109690373,0,0,2.120926067,63.62778201
Devon Stopek,90-95,2,44450,Center Back,1.71029,33.45095,347.77545,396.83438,9.50161,11.15032,115.92515,132.27813,0.6,0,1.23333,8.21333,4.06667,4.62963E-05,22.37667,3.3,14.16333,0.33333,19.76667,10.73333,0.002083333,1.15741E-05,0.000138889,6.67,4.49,8.10185E-05,0.001215278,0.000590278,0.000138889,2.31481E-05,1.15741E-05,0.42,119.45,145.98,57.24,12.43,12.21,3.7,24.64,13.6,67.13,0.000104167,42.49,480,20,0.000775463,45.88,6,4,1,22.56667,7.4575,2.90572,-2.81999,1.93209,1.7,12.21191,33.45095,11.15032,1,0.875923209,26.847,87.73529412,3,3.592064492,3.351687743,3.59318157,13.938091,3.632775404,5.621560042,168.6468013
Noe Uwimana,90-95,7,44450,Fullback,1.35048,39.1018,263.95294,308.64081,7.50267,13.03393,87.98431,102.88027,23.4,0.26667,1.16667,7.48333,1.86667,2.31481E-05,13.76,1.6,6.27667,0.33333,12.5,10.56667,0.002083333,0.000810185,1.15741E-05,10.14,2.4,0.000173611,0.000659722,0.000578704,5.78704E-05,2.31481E-05,1.15741E-05,0.34,65.74,150.39999,25.02,15.44,7.01,3.5,22.45,8.3,41.28,4.62963E-05,18.83,160,20,0.001076389,26.16,3,3,1,31.16667,7.3395,3.3475,-3.56357,1.46641,1,7.01367,39.1018,13.03393,3,0.401069476,26.4222,80.65384615,3,2.524307789,2.4493565,3.02267883,2.443835012,6.280067155,3.344049057,100.3214717
